순위,브랜드명,상품명,별점,리뷰수,가격,업로드일,대분류,중분류
50,롬앤,립 메이트 펜슬 #비오버쉐이드 [01 텐더리피치],4.50,14,13000,2025-02-20 23:55:56,립메이크업,립스틱
51,웨이크메이크,듀이 젤 글레이즈 스틱 [11 라즈베리퓨레],4.62,13,16000,2025-02-20 23:55:56,립메이크업,립스틱
52,클리오,쉬폰 무드 립 [2호 로즈넛],4.40,15,22000,2025-02-20 23:55:56,립메이크업,립스틱
53,3CE,샤인 리플렉터 [#레인오어샤인],4.40,15,19000,2025-02-20 23:55:56,립메이크업,립스틱
54,어뮤즈,듀 밤 [04 앵두],4.50,30,20000,2025-02-20 23:55:56,립메이크업,립스틱
55,샤넬,루쥬 코코 플래쉬 [92호 아무르],4.58,19,55000,2025-02-20 23:55:56,립메이크업,립스틱
56,토니모리,겟잇 틴트 글레이즈밤 1.8g 01 로지퓨레,4.60,10,16200,2025-02-20 23:55:56,립메이크업,립스틱
57,3CE,샤인 리플렉터 [#밀키섀도우],4.70,10,19000,2025-02-20 23:55:56,립메이크업,립스틱
58,하트퍼센트,도트 온 무드 립펜슬 [#06. 로즈베이지],4.46,46,14000,2025-02-20 23:55:56,립메이크업,립스틱
59,웨이크메이크,듀이 젤 글레이즈 스틱 [15 오드라벤더],5.00,10,16000,2025-02-20 23:55:56,립메이크업,립스틱
60,컬러그램,올인원 오버립 메이커 [02 쿨핑크],4.49,59,9800,2025-02-20 23:55:56,립메이크업,립스틱
61,3CE,소프트 매트 립스틱 [카인드앤러브],4.68,22,19000,2025-02-20 23:55:56,립메이크업,립스틱
62,롬앤,립 메이트 펜슬 #비오버쉐이드 [02 더비핑크],4.45,20,13000,2025-02-20 23:55:56,립메이크업,립스틱
63,맥,파우더 키스 립스틱 [어리틀템드],4.43,172,39000,2025-02-20 23:55:56,립메이크업,립스틱
64,맥,레트로 매트 립스틱 [릴렌트리슬리레드],4.13,1560,37000,2025-02-20 23:55:56,립메이크업,립스틱
65,클리오,쉬폰 무드 립 [9호 스트로베리쿠키],4.70,10,15400,2025-02-20 23:55:56,립메이크업,립스틱
66,롬앤,제로 매트 립스틱 [15 미드나잇],4.52,31,12000,2025-02-20 23:55:56,립메이크업,립스틱
67,롬앤,제로 매트 립스틱 [07 엔비미],4.36,140,12000,2025-02-20 23:55:56,립메이크업,립스틱
68,삐아,라스트 파우더 립스틱2 [08 얼그레이] 3.5g,4.45,22,10000,2025-02-20 23:55:56,립메이크업,립스틱
69,3CE,소프트 매트 립스틱 [포커스온미],4.54,26,19000,2025-02-20 23:55:56,립메이크업,립스틱
70,페리페라,잉크 무드 매트 스틱 [011 당모쿨핑] 3g,4.50,34,10500,2025-02-20 23:55:56,립메이크업,립스틱
71,3CE,소프트 매트 립스틱 [#칠무브],4.63,24,19000,2025-02-20 23:55:56,립메이크업,립스틱
72,퓌,립앤치크 블러리 푸딩팟 [CR04 세븐틴],4.31,13,22000,2025-02-20 23:55:56,립메이크업,립스틱
73,손앤박,아티스프레드컬러밤 [02 피오니],4.29,48,3000,2025-02-20 23:55:56,립메이크업,립스틱
74,네이처리퍼블릭,립 스튜디오 쉬어 글로우 립스틱 [09 핑크데이지],4.77,13,15000,2025-02-20 23:55:56,립메이크업,립스틱
75,토니모리,겟잇 틴트 글레이즈밤 1.8g 07 솜사탕핑크,4.60,10,16200,2025-02-20 23:55:56,립메이크업,립스틱
76,웨이크메이크,듀이 젤 글레이즈 스틱 [09 플럼브루],4.58,19,16000,2025-02-20 23:55:56,립메이크업,립스틱
77,네이처리퍼블릭,립 스튜디오 쉬어 글로우 립스틱 [06 레드드리즐],5.00,10,15000,2025-02-20 23:55:56,립메이크업,립스틱
78,웨이크메이크,듀이 젤 글레이즈 스틱 [07 어텀글레이즈],4.55,20,16000,2025-02-20 23:55:56,립메이크업,립스틱
79,롬앤,제로 매트 립스틱 [09 쉘누드],3.95,251,12000,2025-02-20 23:55:56,립메이크업,립스틱
80,어뮤즈,듀 밤 [06 물장미],4.23,65,20000,2025-02-20 23:55:56,립메이크업,립스틱
81,맥,러스터글래스 립스틱 [씨쉬어],4.40,30,38000,2025-02-20 23:55:56,립메이크업,립스틱
82,마녀공장,노 머시 스펠 무드 스틱 10g [03 메로즈에리제],4.52,63,23500,2025-02-20 23:55:56,립메이크업,립스틱
83,맥,레트로 매트 립스틱 [올파이어드업],4.37,372,37000,2025-02-20 23:55:56,립메이크업,립스틱
84,클리오,쉬폰 무드 립 [1호 언커먼핑크],4.33,12,22000,2025-02-20 23:55:56,립메이크업,립스틱
85,롬앤,제로 매트 립스틱 [14 스윗피],4.31,242,12000,2025-02-20 23:55:56,립메이크업,립스틱
86,입생로랑뷰티,러브샤인 워터샤인 립스틱 [45 코랄크러쉬],4.33,12,55000,2025-02-20 23:55:56,립메이크업,립스틱
87,웨이크메이크,듀이 젤 글레이즈 스틱 [02 멜티드핑크],4.41,17,16000,2025-02-20 23:55:56,립메이크업,립스틱
88,하트퍼센트,도트 온 무드 립펜슬 [#04. 스트로베리밀크],4.54,13,14000,2025-02-20 23:55:56,립메이크업,립스틱
89,입생로랑뷰티,루쥬 볼륍떼 샤인 [12호 코랄돌머],4.43,21,52000,2025-02-20 23:55:56,립메이크업,립스틱
90,롬앤,제로 매트 립스틱 [04 비포선셋],4.46,46,12000,2025-02-20 23:55:56,립메이크업,립스틱
91,삐아,라스트 파우더 립스틱2 [12 히비스커스] 3.5g,4.63,16,10000,2025-02-20 23:55:56,립메이크업,립스틱
92,맥,파우더 키스 립스틱 [브릭쓰루],4.71,34,39000,2025-02-20 23:55:56,립메이크업,립스틱
93,하트퍼센트,도트 온 무드 듀이 멜팅 립스틱 [02 라이브리핑크],4.60,10,15000,2025-02-20 23:55:56,립메이크업,립스틱
94,마녀공장,노 머시 스펠 무드 스틱 10g [02루핑크텔캄],4.63,60,23500,2025-02-20 23:55:56,립메이크업,립스틱
95,클리오,쉬폰 무드 립 [11호 플럼마카롱],4.70,10,15400,2025-02-20 23:55:56,립메이크업,립스틱
96,롬앤,제로 매트 립스틱 [11 선라이트],4.39,18,12000,2025-02-20 23:55:56,립메이크업,립스틱
97,페리페라,잉크 무드 매트 스틱 [014 코랄쭈고],4.12,17,10500,2025-02-20 23:55:56,립메이크업,립스틱
98,AOU,글로이 틴트 밤 [01 사과밤],4.42,50,18500,2025-02-20 23:55:56,립메이크업,립스틱
99,맥,파우더 키스 립스틱 [버닝러브],4.38,24,39000,2025-02-20 23:55:56,립메이크업,립스틱
100,데이지크,무드 블러 립펜슬 [02 아몬드코랄],4.28,18,14000,2025-02-20 23:55:56,립메이크업,립스틱
